ros_time,elapsed_s,truth_stamp,odom_stamp,sync_dt_s,truth_x_m,truth_y_m,truth_yaw_deg,truth_speed_mps,lio_raw_x_m,lio_raw_y_m,lio_raw_yaw_deg,lio_base_x_m,lio_base_y_m,lio_aligned_x_m,lio_aligned_y_m,lio_aligned_yaw_deg,lio_speed_mps,error_x_m,error_y_m,position_error_m,along_track_error_m,cross_track_error_m,yaw_error_deg,speed_error_mps,truth_distance_m,lio_distance_m,position_rmse_m,cross_track_rmse_m,yaw_rmse_deg,position_max_m,lio_degenerate,gps_status,gps_age_s,gps_shadow,status
1785251068.942434311,32.214,1785251068.657000065,1785251068.671295166,0.014295,8.015622,92.829933,92.216125,8.937784,-1321.531982,31.205112,15.054615,-1324.738036,30.342777,-583.198420,-1416.122405,79.046145,0.000000,-591.214042,-1508.952338,1620.639134,-1484.962071,649.121600,-13.169981,-8.937784,319.573680,2141.255411,864.848824,362.572916,38.242873,1620.639134,1,0,0.040094,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251069.230458260,32.502,1785251068.911999941,1785251068.922941446,0.010942,7.981298,95.087418,92.219391,8.832589,-1321.516968,31.178314,15.086510,-1324.722540,30.314194,-583.165937,-1416.121013,79.078040,0.000000,-591.147235,-1511.208430,1622.715617,-1487.182061,649.226842,-13.141351,-8.832589,321.831425,2141.287924,873.594332,365.784256,38.106634,1622.715617,1,0,0.116041,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251069.406379700,32.678,1785251069.158999920,1785251069.169859409,0.010859,7.948243,97.250969,92.222839,8.724175,-1321.548096,31.194605,14.964104,-1324.755507,30.337335,-583.201191,-1416.140494,78.955635,0.000000,-591.149434,-1513.391462,1624.749634,-1489.324287,649.403219,-13.267205,-8.724175,323.995229,2141.328202,882.145233,368.919413,37.972448,1624.749634,1,0,0.114161,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251069.934675932,33.207,1785251069.403000116,1785251069.387249470,0.015751,7.916880,99.359077,92.214066,8.635573,-1407.075928,126.038666,-22.553729,-1410.142015,127.312051,-707.797528,-1450.356043,41.437802,0.000000,-715.714408,-1549.715120,1707.004414,-1520.907921,775.050426,-50.776264,-8.635573,326.103571,2270.537146,891.700669,373.883469,38.091012,1707.004414,0,0,0.015448,0,POSITION_DRIFT|YAW_DRIFT
1785251069.949650526,33.222,1785251069.605999947,1785251069.617245436,0.011245,7.891013,101.115623,92.216187,8.575284,-1407.074707,126.057869,-22.502430,-1410.141933,127.328508,-707.812283,-1450.348753,41.489100,0.000000,-715.703296,-1551.464376,1708.587990,-1522.627607,775.163267,-50.727087,-8.575284,327.860307,2270.553603,901.030309,378.707634,38.206836,1708.587990,1,0,0.030422,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251070.173116207,33.445,1785251069.913000107,1785251069.899729252,0.013271,7.857623,103.353409,92.214172,8.500620,-1407.074829,126.047485,-21.537694,-1410.163014,127.266301,-707.765620,-1450.394977,42.453837,0.000000,-715.623244,-1553.748386,1710.628736,-1524.940252,775.117990,-49.760336,-8.500620,330.098342,2270.619285,910.150718,383.396426,38.310604,1710.628736,1,0,0.062539,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251070.404755831,33.677,1785251070.154999971,1785251070.154766560,0.000233,7.827489,105.391144,92.210480,8.430965,-1407.073242,126.109383,-22.371965,-1410.143354,127.373034,-707.852923,-1450.330504,41.619565,0.000000,-715.680412,-1555.721648,1712.445123,-1526.959794,775.152944,-50.590915,-8.430965,332.136300,2270.727814,919.067536,387.957711,38.420899,1712.445123,1,0,0.106103,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251070.620316744,33.892,1785251070.382999897,1785251070.364462852,0.018537,7.799572,107.314301,92.205200,8.355475,-1407.073486,126.108498,-22.798729,-1410.134101,127.394981,-707.868590,-1450.312564,41.192801,0.000000,-715.668162,-1557.626865,1714.171044,-1528.935491,775.073308,-51.012399,-8.355475,334.059659,2270.751632,927.787960,392.395812,38.533463,1714.171044,1,0,0.109552,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251070.898753166,34.171,1785251070.624000072,1785251070.605542660,0.018457,7.770488,109.306877,92.204483,8.276967,-1407.073486,126.108223,-23.050852,-1410.128410,127.408162,-707.877941,-1450.301670,40.940678,0.000000,-715.648429,-1559.608547,1715.963722,-1530.926167,775.110679,-51.263805,-8.276967,336.052448,2270.765988,936.320948,396.718199,38.646528,1715.963722,1,0,0.004165,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251071.124701977,34.397,1785251070.890000105,1785251070.885305166,0.004695,7.738006,111.516434,92.202423,8.186408,-1407.073853,126.108200,-23.161549,-1410.126259,127.414039,-707.882279,-1450.297160,40.829981,0.000000,-715.620285,-1561.813594,1717.956371,-1533.158533,775.112254,-51.372442,-8.186408,338.262243,2270.772247,944.676754,400.929575,38.758647,1717.956371,1,0,0.005326,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251071.392822981,34.665,1785251071.114000082,1785251071.113428593,0.000571,7.711065,113.350349,92.202637,8.108987,-1407.073853,126.107986,-23.317489,-1410.122694,127.422128,-707.887986,-1450.290409,40.674041,0.000000,-715.599051,-1563.640758,1719.608799,-1534.982273,775.166977,-51.528595,-8.108987,340.096357,2270.781087,952.857692,405.035606,38.870318,1719.608799,1,0,0.047472,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251071.678466797,34.950,1785251071.382999897,1785251071.372538805,0.010461,7.679568,115.507652,92.199738,8.009243,-1479.840820,44.486572,17.657286,-1483.004408,43.479541,-664.405252,-1552.600497,81.648816,0.000000,-672.084821,-1668.108149,1798.411189,-1641.082120,735.616938,-10.550922,-8.009243,342.253890,2381.948088,961.924407,408.494627,38.735732,1798.411189,1,0,0.165775,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251071.972867012,35.245,1785251071.582999945,1785251071.582151651,0.000848,7.656125,117.106819,92.198990,7.937022,-1480.474609,44.274696,17.719215,-1483.637107,43.264246,-664.489202,-1553.263530,81.710745,0.000000,-672.145327,-1670.370349,1800.532266,-1643.349931,735.742785,-10.488245,-7.937022,343.853228,2382.616414,970.803119,411.875662,38.602556,1800.532266,1,0,0.057382,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251072.061163425,35.333,1785251071.806999922,1785251071.832242250,0.025242,7.630714,118.847641,92.196243,7.856691,-1480.471436,44.264965,17.223598,-1483.642555,43.281908,-664.507464,-1553.260681,81.215128,0.000000,-672.138179,-1672.108322,1802.142051,-1645.122169,735.723468,-10.981116,-7.856691,345.594236,2382.634898,979.494317,415.179796,38.471898,1802.142051,1,0,0.145678,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251072.415072441,35.687,1785251072.053999901,1785251072.047814846,0.006185,7.602600,120.780334,92.194412,7.770698,-1480.463501,44.232464,15.961790,-1483.655499,43.319476,-664.546904,-1553.255841,79.953320,0.000000,-672.149504,-1674.036175,1803.935163,-1647.071686,735.756027,-12.241092,-7.770698,347.527134,2382.674633,988.007735,418.410589,38.345497,1803.935163,1,0,0.104703,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251072.549400806,35.821,1785251072.295000076,1785251072.304775953,0.009776,7.576329,122.632530,92.189209,7.688244,-1480.453857,44.202232,15.140526,-1483.658614,43.335090,-664.562303,-1553.251793,79.132057,0.000000,-672.138632,-1675.884323,1805.646312,-1648.985711,735.666182,-13.057152,-7.688244,349.379516,2382.690555,996.349062,421.569199,38.222476,1805.646312,1,0,0.034657,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251072.804817200,36.077,1785251072.546999931,1785251072.535198212,0.011802,7.551630,124.372910,92.188995,7.611251,-1480.435669,44.140156,13.983538,-1483.657281,43.337901,-664.564244,-1553.249363,77.975068,0.000000,-672.115873,-1677.622273,1807.251017,-1650.726004,735.703675,-14.213928,-7.611251,351.120070,2382.693665,1004.523356,424.659841,38.103814,1807.251017,1,0,0.101438,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251073.001962185,36.274,1785251072.779000044,1785251072.794038296,0.015038,7.526684,126.139336,92.188889,7.542491,-1480.411011,44.057980,12.492822,-1483.652403,43.339806,-664.563817,-1553.244144,76.484352,0.000000,-672.090501,-1679.383479,1808.876588,-1652.488266,735.742511,-15.704537,-7.542491,352.886672,2382.698902,1012.537024,427.684950,37.990678,1808.876588,1,0,0.097024,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251073.242174387,36.514,1785251072.982000113,1785251072.990636110,0.008636,7.495912,127.666092,92.290573,7.475018,-1480.411499,44.061314,13.713695,-1483.636854,43.274240,-664.498073,-1553.258920,77.705225,0.000000,-671.993985,-1680.925012,1810.272027,-1652.724078,738.639244,-14.585348,-7.475018,354.413739,2382.766287,1020.392972,430.681517,37.875642,1810.272027,1,0,0.134227,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251073.472240448,36.744,1785251073.220999956,1785251073.228544235,0.007544,7.478712,129.419632,92.314285,7.296233,-1480.409790,44.059597,10.585954,-1483.673285,43.449679,-664.671720,-1553.214731,74.577484,0.000000,-672.150432,-1682.634363,1811.917383,-1654.119886,739.548514,-17.736801,-7.296233,356.167363,2382.945468,1028.099919,433.626521,37.771380,1811.917383,1,0,0.151127,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251073.655148983,36.927,1785251073.428999901,1785251073.437812567,0.008813,7.442410,130.910568,92.119293,7.141373,-1480.417725,44.084663,10.364916,-1483.683548,43.487339,-664.710067,-1553.207440,74.356446,0.000000,-672.152477,-1684.118009,1813.296010,-1658.109729,733.971762,-17.762847,-7.141373,357.658741,2382.984502,1035.659795,436.445054,37.668379,1813.296010,1,0,0.173721,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251073.905176878,37.177,1785251073.658999920,1785251073.643310308,0.015690,7.426956,132.520554,92.126465,6.884465,-1480.398926,44.033939,10.656279,-1483.661670,43.420016,-664.639967,-1553.217299,74.647809,0.000000,-672.066924,-1685.737853,1814.768872,-1659.639749,734.153910,-17.478655,-6.884465,359.268801,2383.055292,1043.078807,439.208843,37.565607,1814.768872,1,0,0.002881,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251074.110769749,37.383,1785251073.885999918,1785251073.891931295,0.005931,7.406781,134.081192,92.079361,6.800372,-1480.400879,44.039665,12.390196,-1483.643553,43.327299,-664.548696,-1553.241674,76.381726,0.000000,-671.955477,-1687.322866,1816.200049,-1661.830762,732.735379,-15.697635,-6.800372,360.829570,2383.149762,1050.361225,441.901346,37.458537,1816.200049,1,0,0.000767,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251074.399302006,37.671,1785251074.084000111,1785251074.099704027,0.015704,7.392436,135.421188,91.982193,6.736751,-1544.231079,140.522186,-26.248702,-1547.208730,141.990517,-781.093799,-1567.105340,37.742828,0.000000,-788.486235,-1702.526528,1876.248150,-1674.234913,846.902933,-54.239365,-6.736751,362.169643,2500.516548,1058.212563,445.928157,37.598956,1876.248150,1,0,0.072008,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251074.581182718,37.853,1785251074.346999884,1785251074.355616331,0.008616,7.368301,137.134811,92.164490,6.641570,-1544.440430,140.671204,-25.109135,-1547.446694,142.080025,-781.278590,-1567.279955,38.882396,0.000000,-788.646892,-1704.414767,1878.029184,-1673.412694,852.457373,-53.282094,-6.641570,363.883436,2500.770789,1065.921762,449.936232,37.727674,1878.029184,1,0,0.078460,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251074.853426218,38.125,1785251074.536000013,1785251074.552587271,0.016587,7.353351,138.421951,92.311890,6.589463,-1544.437744,140.676605,-22.655645,-1547.501562,141.955442,-781.190684,-1567.383897,41.335885,0.000000,-788.544034,-1705.805848,1879.248596,-1672.608214,856.712933,-50.976005,-6.589463,365.170662,2500.906919,1073.486955,453.909602,37.832761,1879.248596,1,0,0.150609,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251075.092853546,38.365,1785251074.811000109,1785251074.822207451,0.011207,7.320682,140.227966,92.319473,6.511058,-1544.434326,140.678497,-19.239808,-1547.568896,141.772513,-781.055807,-1567.524628,44.751722,0.000000,-788.376488,-1707.752594,1880.945616,-1674.446737,856.845689,-47.567751,-6.511058,366.976973,2501.101848,1080.918527,457.797511,37.906430,1880.945616,1,0,0.192961,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251075.321659803,38.594,1785251075.071000099,1785251075.080094814,0.009095,7.292788,141.906204,92.318039,6.439525,-1544.432373,140.679733,-16.685664,-1547.612582,141.632974,-780.949556,-1567.625078,47.305866,0.000000,-788.242344,-1709.531282,1882.504501,-1676.250845,856.741678,-45.012173,-6.439525,368.655443,2501.248064,1088.219241,461.600202,37.958207,1882.504501,1,0,0.023237,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251075.553946257,38.826,1785251075.279999971,1785251075.287494659,0.007495,7.269693,143.242981,92.318893,6.384653,-1544.431641,140.676880,-14.198500,-1547.650221,141.491216,-780.838658,-1567.721066,49.793030,0.000000,-788.108351,-1710.964047,1883.749650,-1677.675080,856.690766,-42.525863,-6.384653,369.992419,2501.394734,1095.389738,465.321444,37.990262,1883.749650,1,0,0.039272,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251075.782335043,39.054,1785251075.526999950,1785251075.536108017,0.009108,7.242855,144.804596,92.320175,6.306660,-1544.429810,140.678116,-11.738574,-1547.680375,141.353558,-780.728164,-1567.808531,52.252956,0.000000,-787.971019,-1712.613127,1885.190189,-1679.309203,856.657837,-40.067219,-6.306660,371.554264,2501.535656,1102.436364,468.964380,38.004298,1885.190189,1,0,0.083154,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251076.016898155,39.289,1785251075.755000114,1785251075.763451338,0.008451,7.218975,146.230835,92.314255,6.226229,-1544.391846,140.686676,-9.689865,-1547.664480,141.245482,-780.624062,-1567.841637,54.301665,0.000000,-787.843038,-1714.072472,1886.462587,-1680.861036,856.415360,-38.012589,-6.226229,372.980703,2501.644895,1109.361129,472.529288,38.004352,1886.462587,1,0,0.102598,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251076.263671875,39.536,1785251075.993999958,1785251076.002457619,0.008458,7.194016,147.710144,92.307541,6.123280,-1544.407715,140.675934,-18.742833,-1547.551656,141.742720,-781.021471,-1567.522198,45.248697,0.000000,-788.215487,-1715.232342,1887.672017,-1682.105312,856.637241,-47.058844,-6.123280,374.460223,2502.154772,1116.167111,476.024311,38.070094,1887.672017,1,0,0.156350,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251076.488069057,39.760,1785251076.223000050,1785251076.237012625,0.014013,7.171071,149.102188,92.309570,6.018066,-1544.394409,140.682587,-10.051148,-1547.663455,141.262017,-780.638474,-1567.833465,53.940383,0.000000,-787.809545,-1716.935653,1889.050533,-1683.793255,856.359849,-38.369188,-6.018066,375.852456,2502.648304,1122.859774,479.446055,38.072031,1889.050533,1,0,0.001390,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251076.708971739,39.981,1785251076.459000111,1785251076.467948437,0.008948,7.146329,150.507187,92.315323,5.908421,-1544.385132,140.688751,11.469352,-1547.638835,140.028590,-779.519161,-1568.352201,75.460882,0.000000,-786.665490,-1718.859388,1890.322774,-1685.675650,855.463495,-16.854441,-5.908421,377.257673,2503.881977,1129.441379,482.789957,37.973794,1890.322774,1,0,0.009272,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251076.954729319,40.227,1785251076.683000088,1785251076.680257320,0.002743,7.123815,151.817902,92.317963,5.813181,-1558.485840,9.836456,51.624216,-1560.546951,7.233723,-665.832792,-1638.184183,115.615746,0.000000,-672.956606,-1790.002085,1912.322687,-1761.319681,744.802685,23.297783,-5.813181,378.568581,2637.302726,1136.136260,484.907039,37.898305,1912.322687,1,0,0.031279,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251077.151086807,40.423,1785251076.894000053,1785251076.903841496,0.009841,7.102398,153.029388,92.315063,5.725069,-1558.478638,9.835452,47.308496,-1560.729766,7.395202,-666.058083,-1638.277676,111.300026,0.000000,-673.160481,-1791.307064,1913.615957,-1762.653044,744.969984,18.984963,-5.725069,379.780257,2637.546646,1142.721616,486.989912,37.808363,1913.615957,1,0,0.045600,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251077.375880957,40.648,1785251077.128000021,1785251077.138211250,0.010211,7.079605,154.354935,92.315033,5.634763,-1558.475830,9.835327,44.242670,-1560.854249,7.518967,-666.223901,-1638.335280,108.234200,0.000000,-673.303506,-1792.690215,1914.961049,-1764.029686,745.167823,15.919167,-5.634763,381.105999,2637.722185,1149.201202,489.039777,37.710419,1914.961049,1,0,0.071531,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
